timestamp,svg
2019-04-19T06:49:09.000Z,128
2019-04-19T06:44:09.000Z,126
2019-04-19T06:39:10.000Z,124
2019-04-19T06:34:09.000Z,118
2019-04-19T06:29:09.000Z,112
2019-04-19T06:24:09.000Z,104
2019-04-19T06:19:09.000Z,102
2019-04-19T06:14:09.000Z,106
2019-04-19T06:09:10.000Z,109
2019-04-19T06:04:09.000Z,111
2019-04-19T05:59:09.000Z,110
2019-04-19T05:54:09.000Z,109
2019-04-19T05:49:09.000Z,108
2019-04-19T05:44:09.000Z,107
2019-04-19T05:39:10.000Z,107
2019-04-19T05:34:10.000Z,109
2019-04-19T05:29:10.000Z,108
2019-04-19T05:24:10.000Z,106
2019-04-19T05:19:10.000Z,107
2019-04-19T05:14:10.000Z,108
2019-04-19T05:09:10.000Z,111
2019-04-19T05:04:10.000Z,114
2019-04-19T04:59:10.000Z,114
2019-04-19T04:54:10.000Z,114
2019-04-19T04:49:10.000Z,117
2019-04-19T04:44:11.000Z,119
2019-04-19T04:39:10.000Z,122
2019-04-19T04:34:10.000Z,121
2019-04-19T04:29:11.000Z,123
2019-04-19T04:24:10.000Z,124
2019-04-19T04:19:11.000Z,125
2019-04-19T04:14:10.000Z,126
2019-04-19T04:09:10.000Z,127
2019-04-19T04:04:11.000Z,126
2019-04-19T03:59:10.000Z,126
2019-04-19T03:54:10.000Z,126
2019-04-19T03:49:10.000Z,127
2019-04-19T03:44:10.000Z,128
2019-04-19T03:39:10.000Z,129
2019-04-19T03:34:10.000Z,127
2019-04-19T03:29:10.000Z,129
2019-04-19T03:24:11.000Z,134
2019-04-19T03:19:10.000Z,138
2019-04-19T03:14:10.000Z,140
2019-04-19T03:09:10.000Z,140
2019-04-19T03:04:10.000Z,142
2019-04-19T02:59:10.000Z,144
2019-04-19T02:54:10.000Z,147
2019-04-19T02:49:10.000Z,150
2019-04-19T02:44:10.000Z,153
2019-04-19T02:39:10.000Z,153
2019-04-19T02:34:10.000Z,154
2019-04-19T02:29:10.000Z,154
2019-04-19T02:24:11.000Z,156
2019-04-19T02:19:10.000Z,157
2019-04-19T02:14:10.000Z,157
2019-04-19T02:09:10.000Z,159
2019-04-19T02:04:10.000Z,160
2019-04-19T01:59:10.000Z,162
2019-04-19T01:54:10.000Z,162
2019-04-19T01:49:10.000Z,162
2019-04-19T01:44:10.000Z,163
2019-04-19T01:39:10.000Z,164
2019-04-19T01:34:10.000Z,165
2019-04-19T01:29:10.000Z,166
2019-04-19T01:24:10.000Z,165
2019-04-19T01:19:10.000Z,164
2019-04-19T01:14:10.000Z,166
2019-04-19T01:09:10.000Z,169
2019-04-19T01:04:10.000Z,168
2019-04-19T00:59:10.000Z,169
2019-04-19T00:54:10.000Z,169
2019-04-19T00:49:11.000Z,167
2019-04-19T00:44:11.000Z,169
2019-04-19T00:39:10.000Z,168
2019-04-19T00:34:10.000Z,168
2019-04-19T00:29:10.000Z,169
2019-04-19T00:24:10.000Z,168
2019-04-19T00:14:10.000Z,166
2019-04-19T00:09:10.000Z,164
2019-04-19T00:04:10.000Z,162
2019-04-18T23:59:10.000Z,159
2019-04-18T23:54:10.000Z,158
2019-04-18T23:49:11.000Z,158
2019-04-18T23:44:10.000Z,158
2019-04-18T23:39:10.000Z,159
2019-04-18T23:34:10.000Z,157
2019-04-18T23:29:10.000Z,156
2019-04-18T23:24:10.000Z,157
2019-04-18T23:19:10.000Z,157
2019-04-18T23:14:10.000Z,155
2019-04-18T23:09:10.000Z,152
2019-04-18T23:04:10.000Z,149
2019-04-18T22:59:10.000Z,145
2019-04-18T22:54:10.000Z,141
2019-04-18T22:49:10.000Z,133
2019-04-18T22:44:10.000Z,123
2019-04-18T22:39:10.000Z,112
2019-04-18T22:34:10.000Z,102
2019-04-18T22:29:10.000Z,96	
2019-04-18T22:24:10.000Z,98	
2019-04-18T22:19:10.000Z,99	
2019-04-18T22:14:10.000Z,99	
2019-04-18T22:09:10.000Z,101
2019-04-18T22:04:10.000Z,102
2019-04-18T21:59:10.000Z,102
2019-04-18T21:54:10.000Z,100
2019-04-18T21:49:10.000Z,95	
2019-04-18T21:44:10.000Z,93	
2019-04-18T21:39:10.000Z,89	
2019-04-18T21:34:10.000Z,90	
2019-04-18T21:29:10.000Z,97	
2019-04-18T21:24:10.000Z,104
2019-04-18T21:19:10.000Z,108
2019-04-18T21:14:10.000Z,107
2019-04-18T21:09:10.000Z,100
